"1"
"1",85.2818245536773
"2",208.388813381172
"3",340.484241080046
"4",178.01176584951
"5",171.119136047093
"6",252.998237787709
"7",503.282920771403
"8",53.0995251333845
"9",192.994755936566
"10",95.9202880153946
"11",201.577126422402
"12",436.521414729051
"13",149.571400886829
"14",85.5512964636268
"15",92.7884464796707
"16",182.708876564843
"17",229.605796267346
"18",219.258517641908
"19",397.291025104282
"20",156.479055488014
"21",512.237163937861
"22",67.1162434784014
"23",234.164246447648
"24",203.745207321492
"25",130.915770114744
"26",197.644084698371
"27",249.325441110661
"28",192.743771026283
"29",147.755093552514
"30",128.426806857985
"31",259.007786176921
"32",164.480769786182
"33",118.321674625376
"34",166.451542296633
"35",144.39437297671
"36",246.68010619022
"37",156.892658072216
"38",386.452853085324
"39",142.688831997177
"40",117.428718385324
"41",309.728006348332
"42",140.528760229841
"43",144.469840543445
"44",170.859928450862
"45",156.034460179445
"46",279.789914431017
"47",139.96120561246
"48",100.905451564463
"49",124.766078495032
"50",205.171166388761
"2"
"1",5883951.20567321
"2",10090742.9082346
"3",6282803.54056943
"4",9797252.68569619
"5",14559151.164451
"6",9766435.24468361
"7",9806181.0403589
"8",5800873.71762312
"9",7949931.72395769
"10",8810059.00180509
"11",8566473.41936236
"12",6315421.05872281
"13",5374649.68092506
"14",10647978.0264124
"15",8480717.10133771
"16",4841637.26536425
"17",9997626.67668573
"18",5755173.04894703
"19",8984547.48456984
"20",9943413.70513316
"21",13646237.7741589
"22",12503815.1397476
"23",4385932.10313721
"24",18125225.9222014
"25",10364632.7483074
"26",9550122.26859321
"27",9440957.31969516
"28",7642818.70733493
"29",7460881.47905369
"30",16663076.088443
"31",16683350.5647498
"32",5542310.31298463
"33",13770580.8736482
"34",12283965.138702
"35",14195485.5922583
"36",15052502.5549741
"37",13221160.7469347
"38",8476002.09029071
"39",6990608.11865916
"40",6339874.39702062
"41",6724772.98100743
"42",14913239.0537161
"43",4045454.86783703
"44",6027070.50895822
"45",11654395.3859279
"46",10252037.1172628
"47",13775522.6104305
"48",6701311.67566719
"49",9370020.27438443
"50",16173362.2860993
"3"
"1",8234079964.16388
"2",988389095.244125
"3",8236493445.85942
"4",7166834711.28784
"5",4382403331.90093
"6",1.07425978326401e+24
